index,sourceid,pagenumber,pos_on_page,exact_url,hash_url,opinion_section
1,17,1,1,http://www.moneycontrol.com/news/stocks-views/ongc-to-benefit-moregas-price-hike-edelweiss_1207557.html,7f23fd9c26acce5390d876f3ded54c07,No
2,17,1,2,http://www.moneycontrol.com/news/market-outlook/market-awaiting-gas-price-hike-bullishongc-antique_1183361.html,a3ced557fcf353d0d5a2b07956d709ab,No
3,17,1,3,http://www.moneycontrol.com/news/business/how-gas-price-hike-may-impact-ril-ongc-gail-oil-earnings_907438.html,2a1d55b3f93b6570f9f7794cdb4b05e8,No
4,17,1,4,http://www.moneycontrol.com/news/business/uncertainty-reigns-as-gas-price-hike-date-nears_1056840.html,11ea732bf6a08e92818b93b6eab064ee,No
5,17,1,5,http://www.moneycontrol.com/news/business/ril-serves-arbitration-notice-to-govtgas-pricing-issue_1083279.html,3b6e1c1d761bcbe7f0ad73e7363d8291,No
6,17,1,6,http://www.moneycontrol.com/news/brokerage-recos-sector-report/icicidirect-recommends-to-buy-oil-ongcoilgas-space_1112998.html,4c974d8e9b75163641a94f7ef2c13851,No
7,17,1,7,http://www.moneycontrol.com/news/business/oil-min-frustrated-kg-gas-project-ongc_1167774.html,c7bb7ad2deac43e4d883d9b04107088d,No
8,17,1,8,http://www.moneycontrol.com/news/brokerage-results-estimates/expect-reliance-to-report-flattish-q-o-q-growth-religare_1201888.html,b7302312b454e1c61b2b867d16e92140,No
9,17,1,9,http://www.moneycontrol.com/news/stocks-views/buy-ongc-reliance-industries-sudarshan-sukhani_1165214.html,2407738382963e23c4368323115e4b94,No
10,17,1,10,http://www.moneycontrol.com/news/business/some-gas-exploration-not-viable-even-at-new-price-ongc_1050808.html,e1ce4d532b450109edd8ca527ed3d74c,No
11,17,2,1,http://www.moneycontrol.com/news/market-edge/how-reliance-moves-before-onone-week-after-agm_893619.html,f0f40fae1328cdaca37f83ddebaea07a,No
12,17,2,2,http://www.moneycontrol.com/news/business/ongc-oil-output-jumps-10-percent_1212221.html,36d96b747ea55359b24760144c0308c4,No
13,17,2,3,http://www.moneycontrol.com/news/economy/ongc-finalises-gas-sales-at-usd-1010-1120-pradhan_1238361.html,69508593b5322490402b444205b9ffd4,No
