index,sourceid,pagenumber,pos_on_page,exact_url,hash_url,opinion_section
1,2,1,1,http://www.thehindu.com/opinion/lead/of-reliance-by-reliance-for-reliance/article4866611.ece,4eba4c1c2ebe5671ac596d8fe9e479e2,Yes
2,2,1,2,http://www.thehindu.com/business/Industry/govt-raises-natural-gas-price-to-561-per-unit/article6514987.ece,81546d6a00d9f2aace721eccf00fb8f3,No
3,2,1,3,http://www.thehindu.com/news/cities/Delhi/kejriwal-fires-salvo-against-moily-mukesh-on-gas-pricing/article5676654.ece,e30862c2cf90d12e99c439406bebd77e,No
4,2,1,4,http://www.thehindu.com/business/Industry/govt-notifies-new-gas-pricing-guidelines/article5562698.ece,df7f5bf80d994d1b518007f2094e8e93,No
5,2,1,5,http://www.thehindu.com/business/Industry/will-win-public-trust-in-gas-price-hike-ambani/article6126890.ece,497059325f75a84da957faa18f8a457f,No
6,2,1,6,http://www.thehindu.com/opinion/lead/the-gas-price-conundrum/article5703174.ece,e3ee35731333a021ad7b8c4e40dc62b5,Yes
7,2,1,7,http://www.thehindu.com/business/Industry/govt-slaps-579-m-additional-penalty-on-reliance-industries/article6209511.ece,dca341cbc25e731593b73616a2cfcb29,No
8,2,1,8,http://www.thehindu.com/business/Industry/us-clears-shale-gas-export-to-india/article4727973.ece,d98e539d27267ffcaaf5cc628a46d193,No
9,2,1,9,http://www.thehindu.com/business/Industry/gas-price-hike-a-mega-scam-in-the-making-dasgupta/article4743196.ece,adbf86eced22a7d5f059cb688f9dd68b,No
10,2,1,10,http://www.thehindu.com/business/Industry/ril-must-get-lower-gas-price-till-shortfall-is-delivered-finmin/article4901652.ece,b8311d3872a13cb0474e31df6ecae704,No
11,2,6,1,http://www.thehindu.com/business/Industry/cii-disfavours-dollarbased-pricing-of-gas/article4880779.ece,a8212086748fdacfd2146bc11001fdc5,No
12,2,6,2,http://www.thehindu.com/business/Industry/ongc-videsh-wins-two-oil-blocks-in-myanmar/article5231625.ece,981801ae52708f1c07732374ff8614ba,No
13,2,6,3,http://www.thehindu.com/business/Economy/govt-to-okay-private-shale-gas-exploration-soon-moily/article5171480.ece,d3f9356e02ea51bfc486fb2d737f046a,No
14,2,6,4,http://www.thehindu.com/business/Economy/panel-seeks-review-of-rangarajan-formula-on-gas-pricing/article5474973.ece,40180d2f70491218175aad5c594d0f7d,No
15,2,6,5,http://www.thehindu.com/business/Economy/moily-stalling-action-to-seek-billions-in-penalty-from-ril/article4827206.ece,e72fd52817c233567b0733c692abfa14,No
16,2,6,6,http://www.thehindu.com/news/national/gas-pricing-delhi-antigraft-agency-says-probe-against-reliance-valid/article6300517.ece,b28cc7f1e3eebf92d5b0b46faf360418,No
17,2,6,7,http://www.thehindu.com/business/Industry/bids-invited-to-set-up-cng-piped-gas-facilities-in-14-cities/article5214464.ece,5674afeaf722f601c6bcdcde6bbd452f,No
18,2,6,8,http://www.thehindu.com/news/national/gas-allocation-egom-to-review-priority-ranking/article4869425.ece,a4a1d41fef39ae68f25783ba41d8fbb3,No
19,2,6,9,http://www.thehindu.com/business/Industry/reliance-ioc-ongc-among-bidders-to-buy-stake-in-gujarat-terminal/article5006665.ece,ceb342f189836a2168053523dcaecff6,No
20,2,6,10,http://www.thehindu.com/business/Industry/rilbp-frontrunner-for-picking-25-stake-in-mundra-terminal/article5417890.ece,2900fe6cf26756a8319694c1df9ab187,No
21,2,7,1,http://www.thehindu.com/news/cities/Delhi/aap-hits-out-at-lg-for-not-disclosing-his-reliance-connection/article5684940.ece,b09232f02c33786888f17572056abc18,No
22,2,7,2,http://www.thehindu.com/business/Industry/crude-oil-natural-gas-production-miss-201213-target/article4657864.ece,336f5f19c24e634e66411b7874df622a,No
23,2,7,3,http://www.thehindu.com/business/Industry/ministry-proposes-rs-6000crore-subsidy-for-gasbased-power-plants/article5674965.ece,3f0c3a1caa0635c1bbba67a2a1eff834,No
24,2,7,4,http://www.thehindu.com/business/Industry/petrofed-oil-gas-industry-awards-given-away/article6391127.ece,2fc5f486e9774b1cfcc2b1f128521c93,No
