index,sourceid,pagenumber,pos_on_page,exact_url,hash_url,opinion_section
1,16,1,1,http://zeenews.india.com/business/news/economy/modi-govts-big-reform-push-diesel-deregulated-natural-gas-price-hiked_110286.html,07ed4de89f0c0f1ae0d65e6d71c40a13,No
2,16,1,2,http://zeenews.india.com/business/news/companies/gas-pricing-sc-to-examine-policy-issues-notices-to-centre-ril_80777.html,244728da4ccfd88dc502b857cb5ede40,No
3,16,1,3,http://zeenews.india.com/news/nation/gas-pricing-aap-govt-books-moily-deora-mukesh-ambani-congress-open-to-probe_910544.html,fe10b30ff9baa7e63802ea5be8529bae,No
4,16,1,4,http://zeenews.india.com/business/budget-2013/union-budget-2013-14-full-text_71175.html,b049047fbbc0c68d03054c4491bca872,No
5,16,1,5,http://zeenews.india.com/news/india/aam-aadmi-party-slams-narendra-modi-govt-over-hike-in-gas-price_1486839.html,575488154a6fe2f9ef061081877ea642,No
6,16,1,6,http://zeenews.india.com/business/news/companies/sc-likely-to-review-reliance-gas-price-hike-today_95532.html,263645b2848509442e7977dfd3ed3e6c,No
7,16,1,7,http://zeenews.india.com/news/nation/eyes-on-defence-deals-western-powers-court-modi_943676.html,f225504132ce645486be384b59cda285,No
8,16,1,8,http://zeenews.india.com/business/news/companies/ril-40th-agm-full-text-of-mukesh-ambanis-speech_102083.html,c57c3657d2fdadf5730a56beac931bcd,No
9,16,1,9,http://zeenews.india.com/business/news/companies/reliance-industries-looking-to-sell-us-shale-gas-interest_109875.html,28416743ab980a297945103eb8adfcb6,No
10,16,1,10,http://zeenews.india.com/exclusive/myanmar-indias-bridge-to-southeast-asia_1497100.html,ae91ef79c3499574c30e92b8482fd5a6,No
11,16,2,1,http://zeenews.india.com/business/news/companies/modis-make-in-india-pitch-to-500-top-global-ceos-thursday_108802.html,626b36e1acebf7054fe8c2f9f51f9df3,No
12,16,2,2,http://zeenews.india.com/news/general-elections-2014/narendra-modi-admits-for-first-time-jashodaben-is-his-wife_923443.html,fb57ad4135e2e07e3be6d03d4bf27a63,No
13,16,2,3,http://zeenews.india.com/business/news/companies/ongc-kg-d5-fields-to-yield-20-mn-cubic-metres-gas-daily_107807.html,f85c2095f4ca51f9baa09beb52ed51d5,No
14,16,2,4,http://zeenews.india.com/news/nation/arvind-kejriwal-surprised-at-central-govts-decision-to-impose-penalty-on-reliance_947327.html,f10698aec8cdf67db1c979e889a90d73,No
15,16,2,5,http://zeenews.india.com/news/jammu-and-kashmir/pm-narendra-modi-opens-katra-rail-link-vows-to-walk-vajpayees-path_944939.html,ed071bdad4e04a6a88f4846b31024c6c,No
16,16,2,6,http://zeenews.india.com/news/india/pm-modi-hosts-nda-mps-over-high-tea-pushes-for-his-pet-projects_1489668.html,00f0f9593a3a03640b0a731de253c16a,No
17,16,2,7,http://zeenews.india.com/news/nation/take-decisions-ill-back-you-pm-narendra-modi-to-secretaries_937229.html,8921c535918343534118ecd9eb106cb7,No
18,16,2,8,http://zeenews.india.com/news/general-elections-2014/bjp-manifesto-builds-on-modis-india-first-mantra-promises-economic-revival-ram-temple_922763.html,ead3198df1746698a01a404f115a2d32,No
19,16,2,9,http://zeenews.india.com/business/news/companies/gail-india-sept-quarter-net-profit-drops-7-on-losses-in-lpg-biz_87569.html,ad9206cb4ee9a3d1509c3d35cb1318e7,No
20,16,2,10,http://zeenews.india.com/business/news/economy/iraq-offers-3-oilfields-to-india-agrees-to-renegotiate-on-ovl-moily_79667.html,3c1718572a978a1b9df7ecc730827c04,No
