index,sourceid,pagenumber,pos_on_page,exact_url,hash_url,opinion_section
1,5,1,1,http://archive.indianexpress.com/news/2g-scam-kanimozhi-in-tihar-jail-after-court-rejects-bail-plea/793552/,9c19fc2784d37518dd9d4c1fb0f739e0,No
2,5,1,2,http://archive.indianexpress.com/news/2g-cbi-at-karuna-doorstep-quizzes-kanimozhi-wife-dayalu/761048/,6ba910812a0e7a409edf444a102c2ad3,No
3,5,1,3,http://archive.indianexpress.com/news/karunanidhi-silent-on-kalaignar-tv2g-scam-link/749224/,5f8f5789ff77674e933661f7f7a4063b,No
4,5,1,4,http://archive.indianexpress.com/news/karunanidhi-family-in-2g-heat-raids-also-on-radia-raja-kin/725013/,d6b2f0fd4cb3276f38e00e47b57aa3d4,No
5,5,1,5,http://archive.indianexpress.com/news/2g-scam-niira-radia-tapes-get-a-new-hawala-twist/775442/,cc291a96956c59a82b08b55319bed7cd,No
6,5,1,6,http://archive.indianexpress.com/news/2g-there-is-a-maharaja-behind-raja-says-aiadmk/712996/,0b762705ffe8f6eb040b538ff5b8a678,No
7,5,1,7,http://archive.indianexpress.com/news/2g-scam-cag-vinod-rai-appears-before-jpc/796788/,d470a9bd1eacdc263cc70ebf32468af7,No
8,5,1,8,http://archive.indianexpress.com/news/2g-scam-fir-against-dayanidhi-maran-by-monthend-says-cbi/853110/,c13165466247934444fffe2ec98e6bdc,No
9,5,1,9,http://archive.indianexpress.com/news/2g-scam-cbi-to-include-fresh-charges-against-raja-kanimozhi/851909/,5335dc3edd4b6c7b64d6324b901e5c5f,No
10,5,1,10,http://archive.indianexpress.com/news/tata-joins-2g-war-wants-bjp-telecom-flipflops-probed/722427/,1f4ac4dd7a3397043f684687341e7943,No
11,5,2,1,http://archive.indianexpress.com/news/2g-scam-norms-violated-during-nda-regime-says-cbi/840317/,dc4c503b6f6bd69e085c7afa14b2016a,No
12,5,2,2,http://archive.indianexpress.com/news/death-in-scandal-raja-aide-is-found-hanging/763566/,8120d87692e412e78fbd39c655b6ab3f,No
13,5,2,3,http://archive.indianexpress.com/news/tata-was-candid-radia-evasive-on-2g-says-pac-chief-joshi/771674/,c79863ebb8ed9705b6546db8dea03623,No
14,5,2,4,http://archive.indianexpress.com/news/2g-scam-cbi-arrests-shahid-balwas-brother-another-exec/768719/,13ae6b41d75f2ba045b25de027701ee6,No
15,5,2,5,http://archive.indianexpress.com/news/rs-200-crore-from-2g-scam-travelled-to-kalaignar-tv/770766/,66d2e456c4a458c9f4e6a1f4b802d994,No
16,5,2,6,http://archive.indianexpress.com/news/govt-no-to-cbi-choice-of-lawyer/772287/,669ecff72560adde0d690036d17e14dc,No
17,5,2,7,http://archive.indianexpress.com/news/bjp-releases-book-on-maya-govt-s--scams-/773390/,6c3c51a386a82b6eca0b573fae8fe779,No
18,5,2,8,http://archive.indianexpress.com/news/pawar-granted-many-favours-to-balwa-uddhav/770698/,ad4144d13cc120ad6dfe9757d4bedc39,No
19,5,2,9,http://archive.indianexpress.com/news/u-u-lalit-cbi--best-man--to-lead-trial/770499/,d1c749a1e5d65039eb9ce1110c950ea4,No
20,5,2,10,http://archive.indianexpress.com/news/karunanidhi-makes-another-trip-to-delhi-to-meet-kanimozhi/806598/,a1594a40f566a21644e3784e9dd40cde,No
21,5,4,1,http://archive.indianexpress.com/news/fraud-to-bribes-cag-quietly-buries-report-on-corruption-and-rot-within/841334/,c89953b61a263044a6322545b1fd6f44,No
22,5,4,2,http://archive.indianexpress.com/news/2g-scam-sibals-oneman-panel-submits-report--raja-named-/744066/,583340305a4d95f15cf7edae3c1ff53e,No
23,5,4,3,http://archive.indianexpress.com/news/post-2g-db-realty-finds-its-projects-scrapped-delayed/824903/,3974fad58b807723ba57c3e54fa00ce0,No
24,5,4,4,http://archive.indianexpress.com/news/take-bull-by-the-horns-appear-before-pac-sandeep-dikshit-wrote-to-pm/853702/,695025892101ea22373faff10335f27f,No
25,5,4,5,http://archive.indianexpress.com/news/indian-politicians-more-corrupt-than-british-rulers-ramdev/720960/,0b5d0618da2932be15fdec9a271b6e70,No
26,5,4,6,http://archive.indianexpress.com/news/tamil-nadu-polls-a-familys-acid-test/775316/,9736f078563b04075f0a580c7d3fcf94,No
27,5,4,7,http://archive.indianexpress.com/news/shahid-balwa-s-housing-project-under-scanner/757053/,2a5c7fbb8fbb604b27377906928dd0c4,No
28,5,4,8,http://archive.indianexpress.com/news/thackeray-flays-pawar-over-balwa-links/787191/,f600dfcbde80bf084321f67f49aa93da,No
29,5,4,9,http://archive.indianexpress.com/news/bjp-changes-strategy-no-disruptions-more-debates-in-parliament/826713/,1dc9e7fceb6490fd19b0a962635b2bdf,No
30,5,4,10,http://archive.indianexpress.com/news/with-firm-alliances-dravidian-rivals-hit-campaign-trail/767990/,0b392f584998ac8a63c845793b9f492e,No
31,5,3,1,http://archive.indianexpress.com/news/break-in-congdmk-alliance-will-bring-losses-to-both-parties/717259/,69209cbf05129207ea2e2098715b8350,No
32,5,3,2,http://archive.indianexpress.com/news/mha-expressed-concern-on-shahid-balwas-link-with-dawood-swamy/883664/,f6f1ca3fb5627563b58015fbc9b12ee9,No
33,5,3,3,http://archive.indianexpress.com/news/chavan-did-nothing-good-or-bad-in-100-days-says-munde/752380/,9f2703fbba47072508819875680268c3,No
34,5,3,4,http://archive.indianexpress.com/news/jayalalitha-no-alliance-with-congress/739817/,4194d719c72f4e3f519913f64a92f5e2,No
35,5,3,5,http://archive.indianexpress.com/news/day-after-questioning-ubale-dropped-from-key-government-panel/750988/,18a0a86e74008736d75b13b7e20807e2,No
36,5,3,6,http://archive.indianexpress.com/news/define-associate-mca-to-dot/844970/,51811fd7755972b3d934fb8abfe07002,No
37,5,3,7,http://archive.indianexpress.com/news/2g-scam-kanimozhi-bail-hearing-resumes-in-cbi-court/787140/,9d96d31fd3a24cf1c4a1907185672e4e,No
38,5,3,8,http://archive.indianexpress.com/news/telecom-panel-submits-report-names-raja-aides/744495/,fc573967ce6db057744b937c02252ffe,No
39,5,3,9,http://archive.indianexpress.com/news/raja-gets-a-rap-sonia-a-visit-as-dmk-tries-to-get-kanimozhi-bail/851075/,0a0c01f46e319e5b56629c1e43c74726,No
40,5,3,10,http://archive.indianexpress.com/news/in-raja-s-home-15-euros-and-aide-chandolia-s-passport-copy/756610/,a6adae9202988b0ec80d6587ea0fbb6e,No
