index,sourceid,pagenumber,pos_on_page,exact_url,hash_url,opinion_section
1,14,1,1,http://www.firstpost.com/politics/2g-spectrum-scam-what-where-and-who-were-the-initial-players-94657.html,92185228de33b1493b7787c1c87d249c,No
2,14,1,2,http://www.firstpost.com/politics/2g-scam-a-comprehensive-timeline-114715.html,2605661375701df8c4ff7f38ff827b5d,No
3,14,1,3,http://www.firstpost.com/politics/2g-it-was-all-rajas-scam-but-pm-chidu-let-him-do-it-90690.html,cccc4f268eedfb0823689409b1087f0c,No
4,14,1,4,http://www.firstpost.com/business/2g-scam-verdict-how-it-hits-companies-banks-it-vendors-and-you-202463.html,55a04af7002bf52512f90f05bf725c58,No
5,14,1,5,http://www.firstpost.com/politics/kanimozhe-granted-bail-by-the-delhi-hc-142352.html,346bb89edb74b40720de52e159183ceb,No
6,14,1,6,http://www.firstpost.com/politics/will-cags-vinod-rai-defend-his-2g-loss-figure-today-131068.html,ebd7982a1cb1b9645a765c80435a08be,No
7,14,1,7,http://www.firstpost.com/politics/subramanian-swamy-a-man-on-chidambarams-mission-89607.html,75b73c3a94dec56b814d920da0409e29,No
8,14,1,8,http://www.firstpost.com/politics/done-with-others-lets-tarnish-the-sanctity-of-courts-204629.html,109bd5016ed823bc595f7a8fdce85e83,No
9,14,1,9,http://www.firstpost.com/fwire/2g-scam-behura-seeks-to-implead-retd-irs-officer-it-dept-questions-raja-five-others-49451.html,283af487aa2b69a2f1c20a0e4043b3cb,No
10,14,1,10,http://www.firstpost.com/breaking-views/kalmadi-kanimozhi-as-heroes-is-a-jail-stint-pilgrimage-for-politicians-188889.html,e2b004791352b25d4f0c68ca665000c2,No
11,14,2,1,http://www.firstpost.com/politics/congress-takes-a-swipe-at-advani-over-yatra-announcement-79442.html,80faeb1ff0692b4d6ebdf56853d639ef,No
12,14,2,2,http://www.firstpost.com/politics/2g-scam-why-zero-loss-is-now-the-official-upa-tune-89869.html,1c99b6a535ccc4af207b7ea92adbf42f,No
13,14,2,3,http://www.firstpost.com/india/the-fall-of-madhavan-nair-decoding-the-scandal-195987.html,87a5911e229b1f4dbc3d8b6a5e5347f6,No
14,14,2,4,http://www.firstpost.com/politics/pramod-mahajan-is-dead-but-many-more-skeletons-in-bjp%E2%80%99s-2g-cupboard-136869.html,eeac2b5ba0b10660edbae6141906c67f,No
15,14,2,5,http://www.firstpost.com/politics/cbi-may-clip-santas-claws-go-after-the-ruias-loop-31574.html,c7985785e73d7cf880a6831ccff11274,No
16,14,2,6,http://www.firstpost.com/mumbai/what-next-sirji-rs-1000-cr-maharashtra-fake-students-scam-99668.html,1c79f6fc09f299e70f4174f4844bdf04,No
17,14,2,7,http://www.firstpost.com/india/the-2g-scam-is-all-about-manipulation-of-a-cut-off-date-157046.html,2e035faee8597c0e9584dc4369e666bd,No
18,14,2,8,http://www.firstpost.com/business/uk-regulator-names-anil-ambani-owner-of-illegal-mauritius-fund-156173.html,5eccc107915d1b4e8428f0cc1cbe9cdd,No
19,14,2,9,http://www.firstpost.com/politics/anna-was-an-afterthought-in-anti-corruption-crusade-62635.html,63fe7d24abea1c1cc22c976a9ea3cf61,No
20,14,2,10,http://www.firstpost.com/business/telecom-policy-muddle-may-poison-india-investor-climate-229960.html,4d16c9f1ffc1ec348be9d50a67f06060,No
21,14,3,1,http://www.firstpost.com/politics/jairams-letter-on-mnregs-politically-motivated-mayawati-118219.html,c3f7e3d6d7a25946332a18cf6e80dae3,No
22,14,3,2,http://www.firstpost.com/politics/if-auto-drivers-who-over-charge-are-cheats-so-is-kiran-bedi-112375.html,476a9061b9e5eee9358f8adcbfe4620a,No
23,14,3,3,http://www.firstpost.com/fwire/radia-questioned-by-cbi-in-sahara-2g-scam-bribe-case-39829.html,3e8415e34971663e3be410f33b62af19,No
24,14,3,4,http://www.firstpost.com/politics/2g-scam-cbi-raids-dayanidhi-marans-house-files-fir-against-him-103105.html,3a15aff2d9257aafe59da981c1d25322,No
25,14,3,5,http://www.firstpost.com/business/investors-are-realtys-mafia-thats-why-prices-cant-come-down-163089.html,4f775fb770a0656ce56f80d53c7c13bc,No
26,14,3,6,http://www.firstpost.com/politics/prime-minister-from-red-fort-jai-hind-for-a-vigorous-india-60914.html,3b5126d56ac78da8ed19befa2d651d39,No
27,14,3,7,http://www.firstpost.com/politics/parliament-adjourned-for-2nd-day-over-chidus-misuse-of-office-157943.html,f03a2d436adacafb10958a56a153c213,No
28,14,3,8,http://www.firstpost.com/politics/pil-the-real-hero-of-supreme-court-decision-on-2g-203043.html,78d049aa83c85254306b3a2a5c178e4b,No
29,14,3,9,http://www.firstpost.com/politics/ruias-likely-to-be-named-in-loop-telecom-charge-sheet-105802.html,f986b137bf54b4f5b1dd41861f125382,No
30,14,3,10,http://www.firstpost.com/politics/palmolein-scandal-how-the-cpm-let-kerala-cm-off-the-hook-176831.html,f8304df5eee15dd652123ffecea75de2,No
