index,sourceid,pagenumber,pos_on_page,exact_url,hash_url,opinion_section
1,13,1,1,http://www.livemint.com/Politics/B9NP9MNWvpc9etka5mUaIJ/List-of-companies-affected-by-2G-verdict.html,24352c35458020ff470c8b558c5b244b,No
2,13,1,2,http://www.livemint.com/Politics/kNRL8CyAl9CBRGNpKvGPgI/Videocon-promoters-questioned-in-2G-scam.html,a77822062b1c204d0e60317965db3963,No
3,13,1,3,http://www.livemint.com/Politics/xVfo5CnTT1V5J0TJA2EuZJ/2G-scam--No-clean-chit-to-Anil-Ambani-CBI.html,756baff14dc83e816b8d57853a65b130,No
4,13,1,4,http://www.livemint.com/Politics/oTBoXEx1lKgSMpvhfKvxeM/2G-Scam--Sun-TV-SpiceJet-tumble-as-Maran8217s-woes-moun.html,a9566bb7d970a44e39f83ab629a8af36,No
5,13,1,5,http://www.livemint.com/Politics/djnOhmc6vKsjp8g0E6mvGL/2G-Scam--Five-executives-sent-to-jail-denied-bail.html,5b12251fe8dca35fb686197294a5cc2b,No
6,13,1,6,http://www.livemint.com/Politics/0ltDBBcH9IDTKALkg3LwIK/2G-scam-CBI-arrests-DB-Realty-chief-Balwa.html,b3a23833e68e855d390670bd85694cde,No
7,13,1,7,http://www.livemint.com/Politics/UrqWcWh1DGYjlnYRT3iGpL/Ratan-Tata-moves-SC-against-leakage-of-Radia-tapes.html,5ad9169c40dde0c67f1ceb740132748a,No
8,13,1,8,http://www.livemint.com/Politics/AVmxzTDN4pSV8uPTzvPfWK/2G-scam-Court-rejects-plea-against-Tata-Ambani-Radia.html,42b2c523648cb9453110a3836c0be763,No
9,13,1,9,http://www.livemint.com/Politics/BRvb1kPZ816l7Adl1xmy4H/2G-scam--SC-to-go-through-Trai-report-on-no-loss-to-exchequ.html,13b49ce83f987f7d8d84becee25a3a3f,No
10,13,1,10,http://www.livemint.com/Home-Page/Yz33IdNBnNTCAdxzkQormK/2G-Scam--Sivasankaran-to-CBI-Maran-forced-me-to-sell-Airce.html,62f5234d1b012c40c4193051a88cd43a,No
11,13,2,1,http://www.livemint.com/Home-Page/BjYxEuTDuuXGABlvstugTN/SC-notice-to-Raja-CBI-on-probe-into-2G-scam.html,6ff80e7e9415c08aaca436f316af8144,No
12,13,2,2,http://www.livemint.com/Politics/zexZOEFW0d1wrZOOY7eI7K/BJP-meet-likely-to-ignore-internal-problems-step-up-pressur.html,f1ced796c64b0af1892e2c2f31402ec4,No
13,13,2,3,http://www.livemint.com/Politics/fsvycXVs9HhTFEmiclu0DN/2G-scam--Raja-refuses-to-respond-to-CBI-on-fresh-charge.html,ddb3c7df5e2ef3530359af6588ac7b87,No
14,13,2,4,http://www.livemint.com/Politics/bgacn2U44gghi1s1yyJtJP/2G-scam--Balwa-accuses-CBI-of-unfairly-targeting-him.html,e15e0a2d7b8d73b964928f1676191208,No
15,13,2,5,http://www.livemint.com/Politics/lBuJEGV5w8UA29o927lVqM/2G-scam--Reliance-Telecom-denies-charges-in-court.html,f5f4e2299cb8451af4392f160f3203b3,No
16,13,2,6,http://www.livemint.com/Politics/AteTL6KHIUWylYZGnQxWLM/Govt-moves-to-contain-2G-controversy-fallout.html,5bbdd0a7429f79062c4dac336814b845,No
17,13,2,7,http://www.livemint.com/Politics/bq7QuEenkyGjAq0qQT9gfK/2G-scam--CBI-charges-Marans-in-AircelMaxis-deal.html,7f6f5e7d74d2390fc9c18c1b9473d8fb,No
18,13,2,8,http://www.livemint.com/Politics/ZJF9kXbtiHPNFLE2oNmfJP/2G-scam--Suneeta-Reddy-of-Apollo-questioned-by-CBI.html,989f659ba60362e2e2c15b5adc6188b2,No
19,13,2,9,http://www.livemint.com/Politics/bUiBcBiZ0rClLZUlpYf0oL/The-clash-of-the-titans.html,c8644680d3817f91c7167ce58100317e,No
20,13,2,10,http://www.livemint.com/Home-Page/k3UWuoVMAZyRp9gpQUzoOM/Editor8217s-note-Why-we-are-quiet-on-the-Open-magazine-s.html,080ff5b9347384a980c704bce2193b15,No
21,13,3,1,http://www.livemint.com/Home-Page/7ChDN1veCw60rEYtVhszoL/Air-India8217s-Boeing-buy-forced-CAG.html,ed49c5a2940dd6c04f62ff72a5eade56,No
22,13,3,2,http://www.livemint.com/Politics/bmbJGeyxGd6uJJOme0g62K/Supreme-Court-the-balancing-act.html,8a9e7367d6975624d00ec0918cd9d213,No
23,13,3,3,http://www.livemint.com/Opinion/MtFGCgxcUkQLIRdgtjsimI/Your-Views.html,87335586f85ae1c97b769877eb3f461f,Yes
24,13,3,4,http://www.livemint.com/Politics/dxgrfUGQvbUAxZ34PIhZVN/Never-paid-any-bribe-or-gratification-to-anyone-Ratan-Tata.html,2d130233b3784839fd64e73b932e9e42,No
25,13,3,5,http://www.livemint.com/Companies/releyXX8SOQQuUoKzmRygJ/Etisalat-sues-partners-Balwa-Goenka-over-telecom-fiasco.html,dc8078842c08d478d5af8348d3d6247d,No
